Name,Author,Rating,Review
Brühl Castle,Usman Latif,4,"The palace itself is beautiful and worth a visit if you have time. However, the management has some downsides. Firstly, there is no English guided tour available. Instead, visitors are given a device that provides audio, which is impressive. Nevertheless, it is frustrating that non-German-speaking visitors are required to join a German-speaking tour group. The guides speak German, making the experience unpleasant for those who do not understand the language and stand along like fools.  The employees must show empathy towards non-German speaking visitors."
Vischering Castle,sahitya,5,"Impressive castle, with a fascinating story described in both German and English. Many activities for children both inside and near the castle. A great place for a weekend getaway."
Vischering Castle,O GY,5,Very beautiful place. Great for walking and sightseeing. Highly recommended
Vischering Castle,Αγνή Βογιατζούλη,5,"Very nice place open with nice to history also in english to read. The ticket costs 7,5 euros. And outside there is a small backer. In the morning there is a buffet with 18 euros costs but i think it is until 11:00. We ate 3 cakes and three coffees and we paid 19 euros. Also in the water there are some damn huge fish!!!!!!"
Vischering Castle,Stephen de Man,5,"A true moated castle with a fascinating history. Don’t miss the bakery, bring 5€ for a loaf of fresh bread. Inside the castle is a well done display of the history over three levels. The basement is great for kids - and there is a projected map display that is a must to see. The second level has the history of the castle with some interesting stories one including a iron collar that was fixed to the owner. They do a great job telling the story. Make sure to check out the bed display as well. Everything is in German and English and very well done."
Vischering Castle,Sarah Mo,5,Beautiful castle with interesting exhibition and helpful staff.
Schleissheim palace complex,Su Pa,5,"Just stunning! I love to get lost in the park between the castles, in the forests and gardens, it never dissapoints. Always a different flower decoration. Beautiful at every season."
Schleissheim palace complex,Puja Sharma,5,"There is a main central palace and two more. One can buy tickets for all or just one. It’s a beautiful palace consisting of tapestries, paintings and artistic rooms. The palace is surrounded by beautiful garden for a walk and a large fountain and mini water streams."
Schleissheim palace complex,david antoun,5,"Combine ticket of 10€ is recommended to visit the 3 castles. the garden is free though. it is an impressive part of the 17th bavarian era and the art work, even if it's renewed is something adorable. you pass from the old castle through a garden to the new castle and then through bigger garden and fountains and a long canal to the 3rd castle. the entrances are all centered with the fountains which start at 12pm and then turned off for one hour and then on again at 2.00 PM.  Very recommended Visit."
Schleissheim palace complex,Red Lemonade,4,"Decided to wander in here as it was next to to the hotel where we were staying and I felt a bit like Alice in Wonderland. If you ever have some spare time when you're in the area I would highly recommend. The palaces are beautiful and very well kept, such a quiet place if you just want to relax and have a little walk around. 10/10 recommend"
Schleissheim palace complex,Majdouline Najdini,4,"Definitely a nice place to spend a day off, with a lot of greenery and interesting things to see! I enjoyed a lot visiting the new palace and walking in the gardens. I didn’t find the exhibitions in the old palace that interesting and was more amazed by the ceiling paintings than by the porcelain collection displayed in the Lustheim palace. Some of the buildings are closed during Winter time, but the palaces will be open. It took me more than 3 hours to visit the three palaces."
Sigmaringen Castle,Brian Planchard,5,"More of a palace than a castle, this is still an impressively large and imposing building that makes for good photos (though you need to cross the river to get the classic picture of it). The tour was via audioguide. I parked in town and had a short walk there, but it was relatively easy to get to. Less impressive than Burg Hohenzollern, but still worth your time."
Sigmaringen Castle,Виктория Зайцева,5,A very chic castle.  We came here for the second time.  The chic interiors of the castle are simply amazing. Great collection of weapons. But most of all I liked that in the castle you can listen to the guide in several languages.  You choose your language on a small phone given to you at the box office and listen to it as you walk through the halls.  Very comfortably!  No one interferes with anyone and everything is clear.  I am delighted.  It is very comfortable.  Other castles and museums should follow the example of Singmaringen Castle.  Thank you.
Sigmaringen Castle,Alejandro Arellano,5,"Sigmaringen Castle is a stunning Gothic Revival castle that dominates the skyline of the town of Sigmaringen in Germany. It was the princely castle and seat of government for the Princes of Hohenzollern-Sigmaringen for centuries. The castle is beautifully preserved and offers visitors a glimpse into the lives of the Hohenzollern family.  The castle is divided into two parts: the Old Castle and the New Castle. The Old Castle was built in the 12th century and is the oldest part of the complex. It houses a number of historical artifacts, including a collection of armor and weapons, a library, and a chapel. The New Castle was built in the 17th century and is more lavishly decorated. It features a number of state rooms, a ballroom, and a theater.  One of the best things about Sigmaringen Castle is its location. It sits on a cliff overlooking the Danube River, offering stunning views of the surrounding countryside. The castle is also surrounded by a beautiful park, making it a perfect place for a leisurely stroll.  If you're looking for a unique and unforgettable travel experience, I highly recommend visiting Sigmaringen Castle. It's a truly magical place that will transport you back in time."
